kabupaten/kota,kecamatan,sekolah,rombel,sekolah_id,npsn,bentuk_pendidikan,status_sekolah,akreditasi,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
Kota Surabaya,Kec. Sukolilo,SLB C AKW KUMARA I SURABAYA,12,A050467E-8D18-E111-AC8A-1BA7788FE730,20569013,SLB,Swasta,B,5,0,0,0,0,0,0,0,0,0,4,0,1,1,2,3,0,2,0,2,2,2,0,1,1,6,1,4,1,4,2,1,1,2,0,5,2,0,0,4,4,1,45,33,12,13,13,1,1,1,1,2,2,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Sukolilo,SLB YPAC SURABAYA,19,20DD018B-A6C0-E211-97AA-85061AB1CD04,20569013,SLB,Swasta,A,19,0,0,7,0,0,10,1,3,6,14,0,1,4,4,1,3,3,1,2,3,1,4,2,0,0,4,3,1,1,3,4,0,5,4,3,0,0,0,10,20,1,74,43,31,43,43,1,1,1,1,0,0,1,1,1,1,1,1,1,1,9,9,1,1,0,0,0,0,1,1,2,2,0,0,6,6,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Sukolilo,SMALB - A YPAB,6,AE852923-85FD-4323-AF38-7F6A41ADCD16,20569013,SLB,Swasta,B,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,0,0,8,0,0,10,5,5,3,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Sukolilo,SMPLB-A YPAB SURABAYA,6,90DE7A7D-8D18-E111-AE89-A1ABBDCC98C3,20569013,SLB,Swasta,B,6,0,0,0,0,0,1,1,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,1,1,0,0,0,0,0,0,0,0,15,9,1,15,10,5,7,7,1,1,2,2,1,1,2,2,1,1,2,2,1,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Sukomanunggal,SLB BAKTI ASIH SURABAYA,12,E0B44A7E-8D18-E111-84C6-E7673F96BB06,20539231,SLB,Swasta,B,8,0,0,0,0,0,5,2,1,1,8,0,1,0,2,1,2,3,4,6,3,0,4,2,1,8,0,6,2,2,0,6,1,6,2,6,2,0,0,18,9,1,69,46,23,7,7,1,1,0,0,0,0,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Sukomanunggal,SLB-BC SASANTI WIYATA,13,80FE993A-9AFE-E111-B5E8-814B4C96E099,20539231,SLB,Swasta,B,7,0,0,1,0,1,0,1,0,1,7,0,1,3,3,3,1,3,1,0,2,1,0,0,2,3,2,1,1,3,0,1,0,1,4,0,1,0,0,11,8,1,39,22,17,13,13,1,1,1,1,3,2,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Tambaksari,SLB BANGUN BANGSA,22,50E9457E-8D18-E111-B8AF-83908A266197,20541303,SLB,Swasta,B,16,0,0,0,0,0,0,0,0,1,13,0,1,7,2,7,2,10,5,5,4,8,2,5,2,7,3,11,3,5,3,5,3,8,4,1,0,0,0,16,14,1,114,80,34,9,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Tandes,SLB Amaryllis,0,F511501F-E39C-4328-A4C3-CE31FE5EBDB0,70014494,SLB,Swasta,B,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Tegal Sari,SLB A YPAB,9,F056437E-8D18-E111-BD07-C9B2CA27A18A,20532428,SLB,Swasta,A,9,2,1,3,0,0,5,2,0,4,7,0,1,2,3,1,1,0,3,3,1,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,30,11,19,11,11,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,1,1,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Tegal Sari,SLB PAEDAGOGIA,13,4040497E-8D18-E111-946A-7DEBC5C21431,20532428,SLB,Swasta,B,6,0,0,0,0,0,0,0,0,0,6,0,2,1,0,1,0,6,6,4,1,1,1,3,2,3,0,2,1,1,3,1,1,2,2,2,1,0,0,11,6,2,45,27,18,10,10,2,2,0,0,0,0,1,1,1,1,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Wonocolo,SLB KARYA ASIH,10,90C3497E-8D18-E111-8AFA-B594D2C7E30C,20532450,SLB,Swasta,B,8,0,1,0,0,0,0,0,0,2,6,0,1,0,2,1,2,0,0,2,1,2,1,0,1,1,2,0,0,0,2,1,1,3,0,0,2,0,0,2,8,1,24,10,14,10,10,1,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Wonocolo,SLB KHUSUS BINA MANDIRI,10,E094827C-8D18-E111-B659-95E8CD3C7C0C,20532450,SLB,Swasta,B,7,0,0,0,0,1,0,0,0,1,6,0,2,1,1,1,0,0,1,1,2,0,0,0,0,2,0,1,1,1,0,1,0,1,0,2,2,0,0,4,7,2,18,11,7,25,25,1,1,1,1,0,0,1,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,1,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Wonokromo,SDLB-B KARYA MULIA SURABAYA,7,30CBE9F7-39B2-E211-90DF-854F889064BF,20532842,SLB,Swasta,B,7,0,0,0,0,7,7,7,0,0,8,0,1,4,3,5,2,0,3,4,4,4,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,1,45,25,20,14,14,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Wonokromo,SLB-B KARYA MULIA IV,5,E0342B35-FBB5-E211-B024-BB1B5B748BCF,20532842,SLB,Swasta,B,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,13,7,6,7,7,1,1,0,0,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Wonokromo,SMALB-B KARYA MULIA,12,5E1B62F9-CF22-4242-94CD-234794E4288E,20532842,SLB,Swasta,A,5,0,1,0,0,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,3,9,8,0,0,15,12,0,40,19,21,9,12,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,1,1,0,0,0,0,1,1,2,2,0,0,1,1,,,,,,,,,,,,,,,,,
Kota Surabaya,Kec. Wonokromo,SMPLB B KARYA MULIA,8,40F01D32-C866-E211-A7E9-F1FD77B04BC8,20532842,SLB,Swasta,A,7,1,1,1,0,1,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,6,4,6,0,0,0,0,0,0,0,0,5,7,1,34,17,17,10,10,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,
